UWI,START_DATE,OIL,GAS,WATER
AB295,2013-10-01,66538,54275,0
RK128,2013-10-01,134122,79893,11328
CC504,2013-10-01,48383,68259,23591
TR855,2013-10-01,12215,8903,2651
TR707,2013-10-01,26624,17334,0
RK375,2013-10-01,43163,31914,12107
CC649,2013-10-01,70616,54322,1173
TF267,2013-10-01,42872,40376,0
ON120,2013-10-01,67471,37907,0
AB323,2013-10-01,39551,27193,0
ON848,2013-10-01,95367,48021,0
CC142,2013-10-01,31293,7032,0
ON469,2013-10-01,51028,22815,589
TR376,2013-10-01,38043,27085,45
CC649,2013-10-01,52589,47500,31
CC653,2013-10-01,4772,9277,23254
RK539,2013-10-01,42455,30704,0
AB879,2013-10-01,39018,37763,0
BR297,2013-10-01,45661,10386,0
AB759,2013-10-01,53002,57435,22426
ON804,2013-10-01,37599,40555,9856
YP534,2013-10-01,25736,6432,4922
ON308,2013-10-01,36004,33339,2336
TF339,2013-10-01,42693,38716,6543
TR331,2013-10-01,22373,18199,15
BR832,2013-10-01,44245,27203,403
TR387,2013-10-01,32190,18478,0
TR393,2013-10-01,43928,19501,154
ON442,2013-10-01,44791,36173,39
ON417,2013-10-01,33928,48318,0
AB517,2013-10-01,81349,82233,20646
CC669,2013-10-01,16362,13810,1645
ON120,2013-10-01,71974,44150,211
TF149,2013-10-01,21785,22836,42
TR707,2013-10-01,47805,27478,0
YP549,2013-10-01,33539,18552,1210
YP570,2013-10-01,17329,25661,52368
YP355,2013-10-01,36609,28515,613
TF695,2013-10-01,46228,42154,0
TF149,2013-10-01,30102,25742,0
TR131,2013-10-01,36498,33234,0
ON463,2013-10-01,42668,42861,27
TF172,2013-10-01,28017,4855,3447
CC310,2013-10-01,39004,38390,3115
AB344,2013-10-01,17900,5266,526
ON575,2013-10-01,55646,34327,0
RK854,2013-10-01,62855,98067,26435
BR159,2013-10-01,26262,23140,12915
RK171,2013-10-01,43474,46374,1189
YP471,2013-10-01,27058,12693,0
CC849,2013-10-01,65871,44942,32489
BR164,2013-10-01,32125,19039,298
ON180,2013-10-01,42153,28821,0
DS378,2013-10-01,102679,63557,219
YP203,2013-10-01,65986,71610,8062
CC565,2013-10-01,75009,15582,2901
AB590,2013-10-01,49840,54352,0
YP552,2013-10-01,47051,48229,0
DS652,2013-10-01,5761,3010,2430
YP714,2013-10-01,27469,7633,0
AB406,2013-10-01,22701,15978,5337
RK864,2013-10-01,48374,37757,37
YP166,2013-10-01,25546,17799,1345
DS773,2013-10-01,52837,60180,1080
TR400,2013-10-01,36546,24162,187
TR129,2013-10-01,66178,62878,672
DS150,2013-10-01,20157,11991,0
TF770,2013-10-01,49554,34324,0
RK113,2013-10-01,35988,11652,7840
RK301,2013-10-01,74366,50603,51
AB590,2013-10-01,11042,13002,3061
ON236,2013-10-01,28765,25575,16795
DS558,2013-10-01,6724,5448,99
RK302,2013-10-01,48029,31934,1852
TR400,2013-11-01,7118,4909,48
ON236,2013-11-01,29717,15421,18589
CC504,2013-11-01,63436,42297,28892
ON602,2013-11-01,35381,49334,0
RK403,2013-11-01,13985,3092,2425
TF222,2013-11-01,38213,23953,1057
CC310,2013-11-01,52395,31719,31
YP109,2013-11-01,42796,8528,0
AB879,2013-11-01,18904,21063,0
AB344,2013-11-01,22689,4934,9
RK453,2013-11-01,35937,24554,1478
RK375,2013-11-01,40660,23706,12985
ON848,2013-11-01,86017,50793,0
DS378,2013-11-01,96050,67268,0
RK789,2013-11-01,33980,9015,5192
CC649,2013-11-01,67878,40074,10915
RK301,2013-11-01,56840,47542,1283
CC849,2013-11-01,60322,72015,44526
TR135,2013-11-01,23239,14078,0
DS780,2013-11-01,56409,61744,11881
ON308,2013-11-01,39101,23360,2063
BR832,2013-11-01,27690,22093,115
RK361,2013-11-01,12829,61748,36425
RK113,2013-11-01,36849,9903,144
TF149,2013-11-01,43056,27522,0
ON506,2013-11-01,48346,25794,1835
BR273,2013-11-01,45215,21200,36
DS775,2013-11-01,41776,20937,0
RK128,2013-11-01,63944,25444,49673
ON575,2013-11-01,48339,33826,0
AB141,2013-11-01,24703,20866,13
AB517,2013-11-01,76437,69128,11305
ON804,2013-11-01,43664,31429,3870
BR254,2013-11-01,25274,19123,0
AB735,2013-11-01,31524,51943,0
RK171,2013-11-01,24055,31814,167
TR336,2013-11-01,21637,12939,1909
TR129,2013-11-01,42214,25238,0
YP203,2013-11-01,67616,69999,3526
DS161,2013-11-01,16332,8471,5648
AB540,2013-11-01,12687,11172,692
TF850,2013-11-01,45730,31226,1094
TF381,2013-11-01,537,447,242
TR707,2013-11-01,39233,22939,0
BR772,2013-11-01,26903,11748,3592
CC653,2013-11-01,3221,12251,7545
TF267,2013-11-01,2016,1257,0
ON442,2013-11-01,38717,32412,34
RK450,2013-11-01,56646,31320,10852
YP373,2013-11-01,36518,73606,6442
YP549,2013-11-01,38824,10524,1421
ON727,2013-11-01,608,480,60
RK539,2013-11-01,40395,17836,27
CC627,2013-11-01,38614,12990,1227
AB323,2013-11-01,27022,13780,15564
DS241,2013-11-01,63694,46349,0
YP655,2013-11-01,67489,57531,579
YP493,2013-11-01,11111,4638,0
YP676,2013-11-01,6201,16362,46259
TR694,2013-11-01,32194,14167,9415
DS773,2013-11-01,75479,42847,59
TR701,2013-11-01,19246,29587,29843
AB460,2013-11-01,42472,25770,0
YP166,2013-11-01,30974,8780,6836
ON384,2013-11-01,32109,35059,0
AB759,2013-11-01,53220,67276,24047
AB559,2013-11-01,48888,15933,4358
YP861,2013-11-01,31595,19173,6726
TR235,2013-11-01,73122,66848,0
ON848,2013-11-01,69780,55462,0
AB838,2013-11-01,63866,57548,11164
TR729,2013-11-01,43923,20289,2938
RK738,2013-11-01,29928,25449,7545
TF770,2013-11-01,35187,22699,0
DS582,2013-11-01,44838,50822,38368
YP737,2013-11-01,38149,31259,0
AB424,2013-11-01,36294,24433,10000
YP552,2013-11-01,49937,35487,0
DS150,2013-11-01,17284,9319,1224
CC565,2013-11-01,60839,30421,564
TR797,2013-11-01,68539,61809,8444
YP181,2013-11-01,48980,35861,9796
TR107,2013-11-01,44687,22382,9783
YP534,2013-11-01,29413,23795,2466
TR387,2013-11-01,11842,7569,40
BR312,2013-11-01,4892,4475,49916
ON120,2013-11-01,64587,39030,643
TF277,2013-11-01,36541,28392,1867
CC565,2013-11-01,29803,28984,899
YP549,2013-11-01,39184,17447,402
AB540,2013-11-01,54661,37280,1313
YP821,2013-11-01,44726,34882,321
BR763,2013-11-01,37492,29128,1956
RK153,2013-11-01,38647,31656,4071
CC482,2013-11-01,23014,18027,8660
BR159,2013-11-01,22318,14039,10338
YP174,2013-11-01,9003,4545,0
DS105,2013-11-01,44090,34953,1590
TF740,2013-11-01,48218,34712,0
ON663,2013-11-01,38889,22565,0
BR151,2013-11-01,40698,18096,0
AB295,2013-11-01,78056,72400,0
YP412,2013-11-01,29509,15247,0
CC504,2013-11-01,39774,55370,25850
DS150,2013-11-01,57392,32531,5541
DS441,2013-11-01,39706,30506,990
TF695,2013-11-01,48637,25036,30
RK596,2013-11-01,37133,29270,0
TF177,2013-11-01,18249,11240,283
ON180,2013-11-01,34400,25772,0
TR516,2013-11-01,30948,24605,0
RK450,2013-11-01,47108,37957,11001
YP203,2013-11-01,55307,54283,7310
TF719,2013-11-01,7187,3619,0
BR554,2013-11-01,18225,31102,54502
TR811,2013-11-01,26043,29340,12035
TR753,2013-11-01,27634,17819,1832
BR297,2013-11-01,44652,12723,0
YP471,2013-11-01,33096,18313,281
BR430,2013-11-01,37701,31986,0
TF339,2013-11-01,46460,30511,5992
YP355,2013-11-01,43093,25202,601
RK302,2013-11-01,28344,13029,0
ON506,2013-11-01,35243,29805,5690
DS241,2013-11-01,104929,52574,0
DS546,2013-11-01,35205,11993,0
AB295,2013-11-01,93195,40642,0
TF846,2013-11-01,35243,32557,781
YP174,2013-11-01,23607,17206,12473
DS780,2013-11-01,53699,21949,3882
CC649,2013-11-01,54820,27349,346
AB257,2013-11-01,36637,55500,43854
ON316,2013-11-01,36882,18722,0
ON120,2013-11-01,42681,31450,456
YP714,2013-11-01,38908,9041,126
YP373,2013-11-01,51255,67516,16578
YP229,2013-11-01,38472,22043,1691
CC872,2013-11-01,24439,20717,23
ON820,2013-11-01,36345,37551,24753
BR317,2013-11-01,27110,15852,0
ON519,2013-11-01,41252,18173,371
TR791,2013-11-01,47409,24475,374
AB590,2013-11-01,16542,15973,1459
ON829,2013-11-01,60086,25031,5094
ON765,2013-11-01,26883,18673,0
DS773,2013-11-01,76101,76269,61
CC636,2013-11-01,7426,3049,5177
CC627,2013-11-01,49857,36455,6273
CC464,2013-11-01,9807,13155,20510
DS234,2013-11-01,23401,33823,11431
ON804,2013-11-01,49678,18914,2928
CC154,2013-11-01,45208,21642,4734
AB406,2013-11-01,26187,22470,2028
TR393,2013-11-01,41571,17280,145
YP181,2013-11-01,25497,23637,7074
TR336,2013-11-01,5247,2518,925
TR707,2013-11-01,29158,20303,0
DS884,2013-11-01,35977,17178,10450
TR382,2013-11-01,34212,59279,6916
TR235,2013-11-01,38028,31624,57
AB141,2013-11-01,27949,33246,0
RK864,2013-11-01,48366,27786,29
TR455,2013-11-01,45179,11777,5459
YP468,2013-11-01,30824,19340,282
TF172,2013-11-01,23360,4982,0
BR164,2013-11-01,37690,18345,749
TF149,2013-11-01,22454,14389,220
TF277,2013-11-01,73583,42373,0
YP805,2013-11-01,50989,27089,30
AB560,2013-11-01,14327,6709,0
DS161,2013-11-01,9599,3879,2668
AB590,2013-11-01,41878,61935,0
YP570,2013-11-01,24524,39243,19814
TF611,2013-11-01,28716,15751,22
RK514,2013-11-01,12941,8301,856
TF585,2013-11-01,25077,14833,0
ON469,2013-11-01,40911,16852,431
TR762,2013-11-01,94728,52553,11541
BR477,2013-11-01,29606,26482,1703
DS684,2013-11-01,42620,16554,0
CC142,2013-11-01,50963,10087,0
DS263,2013-11-01,5616,5152,1671
TF566,2013-11-01,31250,9791,2382
AB365,2013-11-01,52382,63377,0
BR836,2013-11-01,21345,14560,0
RK302,2013-11-01,32223,21623,0
TR129,2013-11-01,69735,46473,0
TR382,2013-11-01,38885,35566,8387
TR131,2013-11-01,50157,27353,727
TR444,2013-11-01,23517,17173,11080
CC435,2013-11-01,39317,38404,0
TR455,2013-11-01,32937,4408,4130
YP170,2013-11-01,37718,30179,0
BR223,2013-11-01,35060,8995,0
DS607,2013-11-01,34389,26842,6969
CC669,2013-11-01,19713,12312,2856
AB856,2013-11-01,40637,26122,0
ON463,2013-11-01,23148,20979,0
RK301,2013-11-01,35823,17696,22
BR817,2013-11-01,24407,17995,669
BR433,2013-11-01,39040,14367,0
TR376,2013-11-01,32863,29063,726
ON417,2013-11-01,26591,50588,0
TF407,2013-11-01,40339,29028,0
RK854,2013-11-01,74012,10762,13534
BR273,2013-11-01,38849,25209,0
TR331,2013-11-01,22769,17439,19
CC891,2013-11-01,88405,56253,5655
ON829,2013-11-01,47072,21088,3811
DS378,2013-12-01,73620,96726,52
TR131,2013-12-01,46833,33131,0
BR317,2013-12-01,3387,2193,0
AB759,2013-12-01,39565,64989,22445
DS773,2013-12-01,85043,114500,62
TR393,2013-12-01,45540,25825,147
CC482,2013-12-01,35534,37801,7051
AB560,2013-12-01,40048,24812,0
TR444,2013-12-01,27796,25827,12141
AB344,2013-12-01,2855,1157,6
TF339,2013-12-01,39231,38062,7283
YP181,2013-12-01,29239,34546,7662
ON829,2013-12-01,61080,39752,5663
TF149,2013-12-01,35468,29024,0
CC649,2013-12-01,44866,22819,297
ON663,2013-12-01,34886,30073,0
TR694,2013-12-01,29035,21789,6994
YP174,2013-12-01,3648,2211,0
TR336,2013-12-01,11735,4916,559
RK171,2013-12-01,42247,31225,2298
ON120,2013-12-01,66960,26027,0
TR791,2013-12-01,49356,41269,381
RK738,2013-12-01,39787,27145,7471
CC669,2013-12-01,13306,12031,3687
YP676,2013-12-01,2713,6662,50293
BR763,2013-12-01,40037,36467,638
ON575,2013-12-01,51560,37355,0
TF277,2013-12-01,60617,46833,0
TR707,2013-12-01,29753,24868,0
ON506,2013-12-01,43440,27801,4830
CC872,2013-12-01,35345,11596,15
BR817,2013-12-01,26367,48684,0
TF846,2013-12-01,55456,34348,234
YP549,2013-12-01,48053,15267,1248
AB295,2013-12-01,88418,76720,0
TF177,2013-12-01,23112,16766,297
AB424,2013-12-01,30177,21195,7117
BR433,2013-12-01,44309,14544,0
AB141,2013-12-01,14478,13789,5
TR797,2013-12-01,72216,56159,10748
TR129,2013-12-01,79609,49770,0
YP170,2013-12-01,39667,20544,11
ON820,2013-12-01,46052,49981,25389
RK361,2013-12-01,13998,23228,20959
ON384,2013-12-01,39882,39656,0
TF222,2013-12-01,39082,28888,4487
TR376,2013-12-01,28424,21099,377
TR235,2013-12-01,40000,45781,49
AB141,2013-12-01,52712,32940,0
YP714,2013-12-01,55369,16337,191
TR729,2013-12-01,50714,34681,3805
YP570,2013-12-01,29667,46231,25975
AB879,2013-12-01,39382,37619,0
DS773,2013-12-01,77681,84300,45
DS775,2013-12-01,48234,31702,0
AB295,2013-12-01,97456,74392,0
BR297,2013-12-01,41051,11080,0
ON727,2013-12-01,33035,49320,3226
YP534,2013-12-01,41652,26310,1988
AB406,2013-12-01,49207,58602,0
YP181,2013-12-01,42006,38159,6461
TR331,2013-12-01,21955,19318,17
ON120,2013-12-01,73185,64595,706
TF149,2013-12-01,29741,20937,10
DS780,2013-12-01,71454,69565,4064
ON417,2013-12-01,37335,51800,0
ON463,2013-12-01,34495,29058,0
RK450,2013-12-01,42217,39051,14932
TR382,2013-12-01,33265,47928,6924
AB517,2013-12-01,73936,59985,48
TF585,2013-12-01,27324,21255,0
AB365,2013-12-01,51835,72408,0
RK301,2013-12-01,63491,38256,404
DS684,2013-12-01,48595,15890,0
TF850,2013-12-01,30424,19219,132
DS884,2013-12-01,50125,30850,8966
RK453,2013-12-01,34665,20998,1576
YP805,2013-12-01,29815,21973,0
ON236,2013-12-01,22957,47388,12130
BR554,2013-12-01,23024,39716,47974
YP655,2013-12-01,90819,56176,1157
RK539,2013-12-01,43662,22637,7
CC154,2013-12-01,80352,38054,7893
BR430,2013-12-01,51586,40824,447
AB590,2013-12-01,12587,21874,1162
ON848,2013-12-01,91546,54872,0
ON506,2013-12-01,44132,40290,1527
YP174,2013-12-01,23966,18088,11348
ON519,2013-12-01,34039,16840,1168
YP373,2013-12-01,59167,79349,14837
RK128,2013-12-01,52284,82499,18734
CC627,2013-12-01,58170,48696,3104
ON829,2013-12-01,48185,27940,6773
CC565,2013-12-01,63149,42156,371
ON180,2013-12-01,47624,25792,0
TF770,2013-12-01,43064,30427,0
RK403,2013-12-01,7639,1617,255
BR223,2013-12-01,38161,13257,0
TR753,2013-12-01,43107,19703,584
YP471,2013-12-01,12611,8121,112
CC849,2013-12-01,43141,52777,17968
ON442,2013-12-01,51966,35806,107
CC310,2013-12-01,48018,34968,536
TR701,2013-12-01,27712,63783,44724
TR811,2013-12-01,11822,14060,4226
YP412,2013-12-01,9313,7618,53
DS780,2013-12-01,57061,21785,649
RK596,2013-12-01,39592,24931,0
AB257,2013-12-01,33241,63114,50824
TR382,2013-12-01,33452,42242,8061
ON765,2013-12-01,29679,22365,0
CC504,2013-12-01,65818,41640,22082
AB838,2013-12-01,54159,81448,17549
TR235,2013-12-01,80382,98500,7293
ON602,2013-12-01,39610,66186,0
TF695,2013-12-01,38564,20381,0
ON469,2013-12-01,49233,44929,955
DS441,2013-12-01,19712,21433,583
DS546,2013-12-01,41256,17441,340
YP373,2013-12-01,34754,98493,5983
BR273,2013-12-01,54323,31379,30
AB661,2013-12-01,52353,51886,6727
AB735,2013-12-01,37721,43175,0
CC636,2013-12-01,5780,4215,4313
TR455,2013-12-01,45298,6764,3207
BR477,2013-12-01,43447,22710,2452
BR254,2013-12-01,21077,13870,0
RK113,2013-12-01,37643,6217,2925
TR129,2013-12-01,35063,35874,0
YP821,2013-12-01,45575,41935,385
YP468,2013-12-01,36717,21607,3838
CC464,2013-12-01,15636,42087,46990
TF740,2013-12-01,59384,34120,0
DS241,2013-12-01,78881,38159,6306
YP355,2013-12-01,29658,18089,6227
BR159,2013-12-01,29004,20803,9183
YP549,2013-12-01,61595,13598,621
YP737,2013-12-01,40225,31150,0
RK854,2013-12-01,70139,96488,18665
RK153,2013-12-01,55828,43265,47
TR387,2013-12-01,17621,12785,158
RK514,2013-12-01,10833,5788,657
DS263,2013-12-01,5797,5492,1286
TF566,2013-12-01,32309,9704,1145
YP861,2013-12-01,32647,22913,7834
RK301,2013-12-01,28698,15839,0
RK302,2013-12-01,31992,16719,0
DS607,2013-12-01,35657,19507,6649
CC891,2013-12-01,94843,60740,8404
TR107,2013-12-01,47413,36778,12086
AB559,2013-12-01,16303,15020,10263
TR762,2013-12-01,68489,31507,6597
BR312,2013-12-01,7302,9888,62395
CC565,2013-12-01,35162,24062,1002
BR264,2013-12-01,13956,12335,0
TF277,2013-12-01,30854,20282,419
BR836,2013-12-01,27237,13333,0
BR151,2013-12-01,54180,28209,0
ON308,2013-12-01,44417,34515,2616
RK864,2013-12-01,43741,28347,0
DS582,2013-12-01,54642,135391,40865
DS150,2013-12-01,21392,15818,428
ON316,2013-12-01,35137,32815,0
AB856,2013-12-01,34120,22416,0
CC142,2013-12-01,51265,36226,0
YP109,2013-12-01,47295,8911,0
CC627,2013-12-01,37250,19379,1021
TR336,2013-12-01,40152,21820,3634
TR707,2013-12-01,41386,31839,0
CC504,2013-12-01,60680,62606,22921
TF172,2013-12-01,25966,14534,1469
BR164,2013-12-01,41093,20917,614
CC435,2013-12-01,38187,46663,205
DS105,2013-12-01,31067,27414,3391
YP203,2013-12-01,101481,67261,6902
YP166,2013-12-01,25959,6775,3011
TF611,2013-12-01,20667,19017,0
YP493,2013-12-01,51846,19687,0
ON848,2013-12-01,65179,40223,0
CC653,2013-12-01,3963,21769,8209
TR516,2013-12-01,35544,36880,0
TR455,2013-12-01,49584,20171,5028
BR772,2013-12-01,27751,16980,944
RK375,2013-12-01,33348,26546,6875
BR264,2013-12-01,14235,11969,0
AB590,2013-12-01,45231,65069,240
BR273,2013-12-01,59582,39383,40
AB460,2013-12-01,37207,36242,0
CC649,2013-12-01,68679,54212,12916
AB323,2013-12-01,42066,21469,5261
DS234,2013-12-01,5305,6664,3979
ON804,2013-12-01,42645,24794,6934
TR135,2013-12-01,39750,17781,0
TF407,2013-12-01,39925,37578,4576
TR197,2013-12-01,52125,13624,638
RK302,2013-12-01,46783,23662,0
DS241,2013-12-01,93643,48783,0
YP552,2013-12-01,34705,30661,0
RK450,2013-12-01,37709,38794,12126
DS161,2013-12-01,18468,10438,4590
RK789,2013-12-01,35009,18834,2968
YP229,2013-12-01,34787,25453,992
BR832,2013-12-01,11614,7168,0
BR440,2013-12-01,32866,10395,0
YP203,2013-12-01,96803,68944,4450
DS150,2013-12-01,32526,27344,4776
AB540,2013-12-01,24697,23387,5708
ON804,2013-12-01,37331,36228,4090
DS607,2014-01-01,24899,15156,3986
CC649,2014-01-01,54132,27289,7858
DS780,2014-01-01,43399,15640,464
DS773,2014-01-01,72636,72466,38
RK301,2014-01-01,19245,9866,0
BR433,2014-01-01,31704,20188,0
TF222,2014-01-01,25387,16473,4299
YP805,2014-01-01,27897,19333,0
ON120,2014-01-01,43138,25056,297
CC636,2014-01-01,1494,251,468
TR797,2014-01-01,46872,30407,3419
TR444,2014-01-01,19242,12364,3937
AB559,2014-01-01,10060,12878,9524
AB856,2014-01-01,25719,17171,0
ON765,2014-01-01,27350,14416,26
TR129,2014-01-01,23108,18088,0
YP655,2014-01-01,60903,49322,404
RK375,2014-01-01,30106,15660,310
ON506,2014-01-01,21754,25774,2690
RK302,2014-01-01,25075,18320,0
BR554,2014-01-01,16860,32887,37595
RK153,2014-01-01,35244,24783,20
YP468,2014-01-01,23787,12943,2963
ON848,2014-01-01,50057,29432,0
AB560,2014-01-01,28478,18017,250
ON316,2014-01-01,37606,28905,0
TR135,2014-01-01,27728,11384,0
BR477,2014-01-01,25795,22138,1824
BR254,2014-01-01,25372,15013,0
AB661,2014-01-01,47040,64010,6688
YP373,2014-01-01,33233,60817,4641
TR376,2014-01-01,29914,20338,145
RK361,2014-01-01,10286,20121,23783
YP181,2014-01-01,17866,12144,3352
ON469,2014-01-01,39249,23906,691
ON602,2014-01-01,30806,45030,0
RK789,2014-01-01,26119,8194,1363
AB424,2014-01-01,22520,14054,5643
YP821,2014-01-01,38025,27510,237
TF695,2014-01-01,24776,18778,0
CC849,2014-01-01,31995,33666,10558
ON575,2014-01-01,32756,19241,0
CC649,2014-01-01,25666,11835,0
RK171,2014-01-01,32260,22283,2770
TR762,2014-01-01,65348,63920,15385
TR129,2014-01-01,56795,53485,0
TR336,2014-01-01,9309,4082,0
TF846,2014-01-01,31184,19895,269
DS105,2014-01-01,21250,25927,2155
BR440,2014-01-01,36620,12103,0
CC627,2014-01-01,28968,14343,878
RK453,2014-01-01,24598,17434,78
TR707,2014-01-01,33952,17156,0
ON798,2014-01-01,1728,1070,280
BR297,2014-01-01,34271,7578,0
TR791,2014-01-01,34974,28563,213
ON727,2014-01-01,14548,5366,2983
RK854,2014-01-01,51163,52331,13341
TR331,2014-01-01,17266,11048,10
DS378,2014-01-01,65597,53057,46
TR382,2014-01-01,21243,36234,5481
TR197,2014-01-01,35194,9399,578
BR817,2014-01-01,28236,26778,108
AB838,2014-01-01,38920,51964,10072
ON506,2014-01-01,23864,25268,929
BR832,2014-01-01,20189,9406,0
BR317,2014-01-01,9453,5518,0
AB141,2014-01-01,38376,24267,0
AB735,2014-01-01,28517,33539,0
YP552,2014-01-01,37703,26599,0
TR729,2014-01-01,25164,18522,2158
RK596,2014-01-01,36110,21977,0
AB540,2014-01-01,21113,16568,3993
TR753,2014-01-01,28836,11729,352
YP109,2014-01-01,23599,6755,0
RK302,2014-01-01,26960,18939,278
YP181,2014-01-01,16234,10361,2751
CC891,2014-01-01,56851,41215,2727
ON804,2014-01-01,3134,2303,489
YP714,2014-01-01,36725,14433,119
TF850,2014-01-01,33181,20450,903
TF770,2014-01-01,28428,18854,0
ON236,2014-01-01,16256,12302,10887
DS263,2014-01-01,2340,2790,766
TF407,2014-01-01,28758,10167,81
ON308,2014-01-01,21311,18506,1668
DS773,2014-01-01,43083,57233,39
YP170,2014-01-01,16971,12552,0
ON663,2014-01-01,33286,23500,0
TR393,2014-01-01,35628,14181,104
YP373,2014-01-01,33833,52695,8834
TR694,2014-01-01,18088,12477,6111
TR387,2014-01-01,31460,12536,2
TF533,2014-01-01,6031,728,1961
RK301,2014-01-01,32068,35410,709
TF339,2014-01-01,38390,29046,5630
CC482,2014-01-01,13533,21567,4019
RK450,2014-01-01,24883,23594,10031
DS884,2014-01-01,15714,13293,2564
YP203,2014-01-01,66950,47775,6768
RK738,2014-01-01,25840,20433,4328
YP549,2014-01-01,30142,23734,0
AB879,2014-01-01,31786,19100,0
BR763,2014-01-01,26231,20592,494
AB295,2014-01-01,69887,50701,0
TF149,2014-01-01,26789,20013,0
TF172,2014-01-01,18058,11769,2235
YP229,2014-01-01,30309,14443,661
YP676,2014-01-01,7237,14651,18758
AB295,2014-01-01,65176,45550,0
TR516,2014-01-01,16433,16180,0
ON820,2014-01-01,35810,32831,15503
CC142,2014-01-01,55604,26970,0
AB406,2014-01-01,27226,34874,0
TR336,2014-01-01,19406,12202,1437
ON120,2014-01-01,62401,35377,360
YP471,2014-01-01,25095,16894,239
BR264,2014-01-01,26439,24220,0
YP203,2014-01-01,50914,51969,3852
TR382,2014-01-01,24002,31160,4451
RK113,2014-01-01,28694,27203,2981
YP861,2014-01-01,16944,11943,4149
YP166,2014-01-01,19358,3826,1933
TR707,2014-01-01,18838,12185,0
DS161,2014-01-01,3244,1464,1058
BR273,2014-01-01,31386,24398,21
